sBytesAvg,rBytesAvg,sFinRate,rFinRate,sSynRate,rSynRate,sRstRate,rRstRate,sttl,rttl,sAckRate,rAckRate,sAckDelayMax,rAckDelayMax,sPackets,rPackets,protocol,sWinTCP,rWinTCP,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,NST_B_Label
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.492,7,15,IPV4-TCP,509.0,502.0,13.0,6.4,0.0832130114237467,0.0357086488178798,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.487,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0548742347293429,0.0260463639309531,0
58.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.0,2,2,IPV4-TCP,509.0,502.0,6.0,8.5,0.0018520355224609,0.0020368099212646,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.205,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0207436084747314,0.0296701533453805,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.191,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200997948646545,0.0287760836737496,0
65.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,2,3,IPV4-TCP,509.0,502.0,13.0,4.0,0.0007469654083251,0.0003604888916015,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.202,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206130981445312,0.029476489339556,0
65.0,58.194,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.471,16,31,IPV4-TCP,509.0,502.0,13.0,6.194,0.0325405279795328,0.0162829001744588,0
65.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.146,0.168,2,3,IPV4-TCP,509.0,502.0,13.0,4.0,0.1457710266113281,0.15733003616333,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202289581298828,0.0289057152611868,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0549964639875623,0.0260761160599557,0
65.0,59.636,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.493,6,11,IPV4-TCP,509.0,502.0,13.0,7.636,0.0998173713684082,0.049994421005249,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0207388043403625,0.0296484913144792,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0008264780044555,0.0004176828596327,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.192,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202019572257995,0.028908576284136,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0005388600485665,0.0002845446268717,0
65.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.282,0.003,3,4,IPV4-TCP,509.0,502.0,13.0,9.0,0.1410169601440429,0.149176279703776,1
64.5,64.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.135,0.125,8,8,IPV4-TCP,505.5,505.5,12.5,12.5,0.0584058761596679,0.0582875864846365,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206714034080505,0.0290835755211966,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003175139427185,0.0001509984334309,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.000142753124237,7.557868957519531e-05,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.46,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0524937841627332,0.0248894189533434,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.191,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202257513999938,0.0286319255828857,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.205,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202234506607055,0.0288717065538678,0
44.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,47.967,64.0,0.0,1.0,,0.0,7063,7063,IPV4-TCP,1024.0,0.0,0.0,0.0,7.079637479390479e-05,7.079637479390479e-05,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203361988067626,0.0291827917098999,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.192,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.021449841951069,0.0291585751942225,0
65.0,58.222,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,14,27,IPV4-TCP,509.0,502.0,13.0,6.222,0.0380266996530386,0.0190251148664034,0
65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.043,8,12,IPV4-TCP,509.0,502.0,13.0,8.0,0.0012430122920445,0.0048884478482333,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.135,1.0,0.0,0.0,,5729,5729,IPV4-TCP,0.0,1024.0,0.0,0.0,6.07054576527473e-05,6.070604037972136e-05,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.208,0.202,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0208871960639953,0.0298513514654976,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0001728534698486,0.0001264572143554,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.473,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0534677770402696,0.0256051640761526,0
65.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.044,5,8,IPV4-TCP,509.0,502.0,13.0,7.5,0.000445008277893,0.0066124030521937,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.194,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202664494514465,0.0290788582393101,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.001,0.001,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0005555682712131,0.0003163187127364,1
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.114,1.0,0.0,0.0,,7123,7123,IPV4-TCP,0.0,1024.0,0.0,0.0,7.019177543685129e-05,7.019053681182647e-05,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.494,6,12,IPV4-TCP,509.0,502.0,13.0,6.0,0.099786376953125,0.045418999411843,0
65.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.192,0.139,2,5,IPV4-TCP,509.0,502.0,13.0,7.2,0.1915991306304931,0.1177567243576049,1
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,16,30,IPV4-TCP,509.0,502.0,13.0,6.4,0.0329365889231363,0.0170471421603498,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,13,26,IPV4-TCP,509.0,502.0,13.0,6.0,0.0416201551755269,0.0199906826019287,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.186,9,18,IPV4-TCP,509.0,502.0,13.0,6.0,0.0348861217498779,0.0164643596200382,1
65.0,59.385,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.477,16,26,IPV4-TCP,509.0,502.0,13.0,7.385,0.0327011426289876,0.0196749973297119,0
65.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.138,0.19,2,3,IPV4-TCP,509.0,502.0,13.0,4.0,0.1376118659973144,0.1640629768371582,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0004304647445678,0.0002206696404351,0
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.497,5,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.0007452368736267,0.04999680519104,0
65.0,58.286,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,10,21,IPV4-TCP,509.0,502.0,13.0,6.286,0.0554337766435411,0.0249970078468322,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.161,0.182,3,4,IPV4-TCP,509.0,502.0,13.0,6.0,0.1531949043273925,0.1622280279795328,1
65.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.042,3,4,IPV4-TCP,509.0,502.0,13.0,9.0,0.0007469654083251,0.0145989259084065,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.194,14,28,IPV4-TCP,509.0,502.0,13.0,6.0,0.0333166122436523,0.0176033267268428,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.002,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0012335181236267,0.0006777710384792,0
65.0,60.571,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.043,5,7,IPV4-TCP,509.0,502.0,13.0,8.571,0.0016700029373168,0.0090466737747192,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204599499702453,0.0292591537748064,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0546456707848442,0.0259115319502981,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.011,0.476,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0550992223951551,0.0261231598101164,0
64.5,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.327,0.051,2,3,IPV4-TCP,509.0,502.0,6.5,4.0,0.3775789737701416,0.1888949871063232,1
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.042,8,15,IPV4-TCP,509.0,502.0,13.0,6.4,0.0011454309735979,0.0036173548017229,0
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,1,2,IPV4-TCP,509.0,502.0,12.0,8.5,,0.0014929771423339,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.445,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0496906704372829,0.0235449012957121,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203094601631164,0.0289633444377354,0
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.0006401538848876,0.0292774438858032,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.207,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203310012817382,0.029084427016122,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003783021654401,0.0002326011657714,0
58.5,63.143,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.258,0.015,26,14,IPV4-TCP,509.0,502.0,6.5,11.143,0.0182802867889404,0.0351519951453575,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205459952354431,0.0293809175491333,0
59.913,63.143,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.116,0.027,23,14,IPV4-TCP,509.0,502.0,7.913,11.143,0.0227180069143121,0.038384015743549,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.202,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0237540571313155,0.0291869299752371,0
65.0,58.353,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,8,17,IPV4-TCP,509.0,502.0,13.0,6.353,0.0009229864392961,0.030973881483078,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.482,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0544574525621202,0.0258172562247828,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,1,2,IPV4-TCP,509.0,502.0,13.0,6.0,,9.012222290039062e-05,0
65.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.493,5,8,IPV4-TCP,509.0,502.0,13.0,9.0,0.0011780261993408,0.0714087145669119,0
65.0,58.783,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.007,0.47,26,46,IPV4-TCP,509.0,502.0,13.0,6.783,0.0189610004425048,0.0106899791293674,1
65.0,58.207,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.006,0.185,15,29,IPV4-TCP,509.0,502.0,13.0,6.207,0.0352566412517002,0.0178369964872087,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.485,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0553772184583875,0.0262948964771471,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.054775317509969,0.0259845256805419,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.216,0.195,42,30,IPV4-TCP,503.0,506.2,7.0,10.2,0.0104523635492092,0.0148104799204859,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.484,13,26,IPV4-TCP,509.0,502.0,13.0,6.0,0.0415090918540954,0.0199464035034179,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.204,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201486945152282,0.028838004384722,0
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.0,1,2,IPV4-TCP,509.0,502.0,12.0,8.5,,0.0018179416656494,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206351995468139,0.029482500893729,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,6,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0004084110260009,0.0002039909362792,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0554464393191867,0.0262846319298995,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.000474418912615,0.0002599398295084,0
65.0,57.739,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.2,11,23,IPV4-TCP,509.0,502.0,13.0,5.739,0.0358325004577636,0.0226096781817349,1
65.0,58.009,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.328,1014,2025,IPV4-TCP,509.0,502.0,13.0,6.009,0.0004931597695534,0.0002467998638454,1
65.0,57.945,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.398,646,1304,IPV4-TCP,509.0,502.0,13.0,5.945,0.0007665412370548,0.0003831789114799,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.202,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203752040863037,0.0291633605957031,0
65.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.494,6,8,IPV4-TCP,509.0,502.0,13.0,7.5,0.0999589920043945,0.0711395740509033,0
65.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.041,8,10,IPV4-TCP,509.0,502.0,13.0,9.6,0.0013702937534877,0.00570543607076,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.489,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0547928810119628,0.0259729937503212,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0214510465923108,0.0291518483843122,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.208,0.208,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0212092041969299,0.0303537845611572,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0232498896749396,0.0286268506731305,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0004705190658569,0.046494698524475,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.021691786615472,0.0294772897447858,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.487,7,14,IPV4-TCP,509.0,502.0,13.0,6.0,0.0817441542943318,0.037748465171227,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200978994369506,0.028716002191816,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003258841378348,0.0002046108245849,0
65.0,58.353,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.48,9,17,IPV4-TCP,509.0,502.0,13.0,6.353,0.0623848736286163,0.0312259942293167,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,47.974,1.0,0.0,0.0,,4721,4721,IPV4-TCP,0.0,1024.0,0.0,0.0,0.000105919070163,0.0001059188176009,1
65.0,58.667,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,15,27,IPV4-TCP,509.0,502.0,13.0,6.667,0.0356467791966029,0.0192161523378812,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0013087136404854,0.0006521383921305,0
65.0,57.714,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,11,21,IPV4-TCP,509.0,502.0,13.0,5.714,0.0485093116760253,0.0242532968521118,0
65.0,57.778,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.475,14,27,IPV4-TCP,509.0,502.0,13.0,5.778,0.0384358626145582,0.0192165833253126,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.481,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0327646573384602,0.0159219311129662,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0197185397148132,0.0287002835954938,0
64.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.285,0.252,5,4,IPV4-TCP,509.0,502.0,7.2,4.25,0.0888340473175048,0.1090733210245768,1
58.25,58.25,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.291,0.286,8,8,IPV4-TCP,505.5,505.5,6.25,6.25,0.063335725239345,0.057776996067592,1
,42.0,,,,,,,,,,,,,0,4,ARP,,,,0.0,,0.1035476525624593,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.208,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0531593163808186,0.0252053110223067,1
65.0,58.261,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.485,12,23,IPV4-TCP,509.0,502.0,13.0,6.261,0.0452371944080699,0.0226720896634188,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.002,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0010422468185424,0.0005918873680962,0
65.0,60.571,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.493,10,14,IPV4-TCP,509.0,502.0,13.0,8.571,0.0555282168918185,0.0384487555577204,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.485,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.054796987109714,0.0259761559335809,0
65.0,57.714,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.493,11,21,IPV4-TCP,509.0,502.0,13.0,5.714,0.04997239112854,0.0249849915504455,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.483,14,28,IPV4-TCP,509.0,502.0,13.0,6.0,0.0379522396967961,0.0182945198482937,0
65.0,61.203,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.006,0.264,2258,2943,IPV4-TCP,509.0,502.0,13.0,9.203,0.0002215046981926,0.0001697875787253,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.484,12,24,IPV4-TCP,509.0,502.0,13.0,6.0,0.0453329953280362,0.0217386950617251,0
65.0,57.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,8,15,IPV4-TCP,509.0,502.0,13.0,5.6,0.000300713947841,0.0001494373594011,0
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.48,16,30,IPV4-TCP,509.0,502.0,13.0,6.4,0.0330410003662109,0.0170950396307583,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.21,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203649044036865,0.0289592061723981,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0006802678108215,0.0457470893859863,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0002192258834838,0.000122759077284,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.488,6,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0985022068023681,0.0492480039596557,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.207,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200922489166259,0.0287423644747052,0
65.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.201,3,5,IPV4-TCP,509.0,502.0,13.0,7.2,0.1991569995880127,0.0997167229652404,1
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,9,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0622115135192871,0.0277531147003173,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,14,28,IPV4-TCP,509.0,502.0,13.0,6.0,0.0383653824145977,0.0184898111555311,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.495,6,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0998970031738281,0.0499448060989379,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.207,0.201,42,30,IPV4-TCP,503.0,506.2,7.0,10.2,0.0103451682300102,0.0147062087881154,1
65.0,57.739,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,12,23,IPV4-TCP,509.0,502.0,13.0,5.739,0.0451269149780273,0.0225580930709838,0
65.0,59.059,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,10,17,IPV4-TCP,509.0,502.0,13.0,7.059,0.0551226668887668,0.0310370624065399,0
